Best Overall Rating,Body Type,Club,Height,Height - Split 1,Height - Split 1 (bin),Joined,Kit Number,Loaned From,Name,Nationality,Position,Preferred Foot,Release Clause,Value (bin),Weight,Weight - Split 1,Weight - Split 1 (bin),Work Rate,Age,Contract Valid Until,International Reputation,Player Score Overall,Potential,Skill Moves,Special,Value,Wage,Weak Foot
,Lean (185+),Blackpool,195cm,195,195,,15,"<a href=""/team/9/liverpool/"">Liverpool</a>",R. Williams,England,Defender,Right,,0,76kg,76,75,Low/ Medium,21,,1,65,79,2,1513,1.7,13,2
,Normal (185+),FC Sion,186cm,186,185,"Jan 23, 2020",17,,F. Stojilković,Switzerland,Forward,Right,€908K,0,80kg,80,80,High/ Medium,22,2023,1,60,69,2,1513,0.55,4,4
,Normal (170-185),Estudiantes de Mérida,182cm,182,180,"Jul 25, 2019",14,,21 A. Páez,Venezuela,Midfielder,Right,€890K,0,71kg,71,70,Medium/ Medium,25,2024,1,61,63,3,1513,0.4,0.5,3
,Normal (185+),Doncaster Rovers,188cm,188,185,"Jul 1, 2021",6,,R. Williams,England,Defender,Right,€1.2M,0,80kg,80,80,Medium/ High,23,2023,1,63,68,2,1513,0.65,3,3
,Lean (185+),Club Deportivo Oriente Petrolero,189cm,189,185,"Mar 1, 2021",27,,S. Álvarez,Bolivia,Defender,Right,€2.1M,0,77kg,77,75,Medium/ High,20,2027,1,63,70,2,1513,0.875,0.5,3
,Normal (170-185),Club Sporting Cristal,180cm,180,180,"Jan 1, 2017",4,,G. Chávez,Peru,Defender,Right,€4M,0,74kg,74,70,Medium/ High,23,2023,1,68,74,2,1513,1.7,0.5,2
,Normal (170-185),Club Atlético Nacional Potosí,175cm,175,175,"Jan 1, 2019",26,,22 M. Cabral,Bolivia,Forward,Right,€1.5M,0,68kg,68,65,Medium/ Medium,20,2022,1,61,68,2,1513,0.65,0.5,2
,Normal (170-185),Jeju United FC,183cm,183,180,"Jan 5, 2021",30,,Kim Bong Soo,Korea Republic,Defender,Right,€689K,0,78kg,78,75,Medium/ Medium,22,2026,1,59,68,2,1512,0.475,1,2
,Normal (185+),Incheon United FC,193cm,193,190,"Jan 27, 2021",20,,H. Delbridge,Australia,Defender,Left,€1.6M,0,90kg,90,90,Medium/ Medium,30,2022,1,70,70,2,1512,1.3,3,4
,Normal (185+),,185cm,185,185,,15,,21 G. Gómez,Paraguay,Defender,Right,,0,85kg,85,85,Medium/ High,27,,1,73,76,2,1512,0,0,2
,Normal (170-185),Club The Strongest,179cm,179,175,"Nov 10, 2020",22,,G. Castillo,Uruguay,Defender,Right,€1.2M,0,74kg,74,70,Medium/ Medium,31,2022,1,66,66,2,1512,0.575,0.5,2
,Lean (170-185),Harrogate Town,180cm,180,180,"Jul 1, 2022",2,,M. Welch-Hayes,England,Defender,Right,€502K,0,77kg,77,75,Medium/ High,25,2023,1,59,62,2,1512,0.275,2,2
,Normal (170-185),Al Raed,184cm,184,180,"Jul 9, 2014",19,,15 A. Bani Yaseen,Jordan,Defender,Right,,0,80kg,80,80,Medium/ High,25,2015,1,61,63,2,1512,0.21,4,3
,Normal (170-185),Centro Atlético Fénix,183cm,183,180,"Feb 6, 2019",3,,22 J. Toledo,Uruguay,Defender,Right,€668K,0,80kg,80,80,Low/ Low,25,2023,1,60,63,2,1512,0.3,0.5,2
,Normal (170-185),VfB Lübeck,175cm,175,175,"Jul 1, 2014",13,,21 M. Thiel,Germany,Midfielder,Left,€724K,0,67kg,67,65,High/ Medium,25,2021,1,62,63,2,1511,0.475,0.85,3
,Stocky (185+),AFC Wimbledon,188cm,188,185,"Jul 18, 2022",9,,J. Davison,England,Forward,Right,€2.1M,0,79kg,79,75,Medium/ Medium,22,2024,1,63,72,2,1511,1.1,3,4
,Lean (170-185),FC Viktoria 1889 Berlin,180cm,180,180,"Jul 1, 2019",22,,22 Y. Becker,Germany,Midfielder,Right,€471K,0,67kg,67,65,Medium/ Medium,30,2022,1,61,61,2,1511,0.325,0.8,4
,Lean (185+),Watford,190cm,190,190,"Sep 9, 2020",31,,F. Sierralta,Chile,Defender,Right,€6.1M,0,83kg,83,80,Medium/ High,25,2023,1,72,77,2,1511,3.1,26,3
,Lean (185+),SV Ried,188cm,188,185,"Jun 13, 2022",66,,D. Ungar,Austria,Defender,Right,€784K,0,79kg,79,75,Medium/ Medium,22,2023,1,60,67,2,1511,0.475,2,2
,Lean (170-185),Derry City,183cm,183,180,"Jun 29, 2021",9,,J. McGonigle,Northern Ireland,Forward,Right,€528K,0,77kg,77,75,Medium/ Medium,26,2025,1,60,63,2,1511,0.325,0.65,3
,Lean (170-185),SG Dynamo Dresden,182cm,182,180,,32,"<a href=""/team/246/feyenoord/"">Feyenoord</a>",C. Conteh,Germany,Midfielder,Right,,0,72kg,72,70,High/ Medium,22,,1,65,76,3,1510,1.6,2,3
,Normal (170-185),Deportivo Binacional,184cm,184,180,"Jul 11, 2019",30,,21 J. Fajardo,Peru,Defender,Right,€1.2M,0,78kg,78,75,Low/ Medium,31,2024,1,66,66,2,1510,0.575,0.5,2
,Normal (170-185),Universidad Católica,177cm,177,175,"Jan 1, 2020",20,,G. Tapia,Chile,Forward,Right,€3.4M,0,73kg,73,70,High/ Medium,20,2022,1,66,78,3,1510,2.1,3,3
,Normal (170-185),Gaz Metan Mediaş,180cm,180,180,"Feb 9, 2021",27,,22 I. Kanda,France,Defender,Right,€698K,0,72kg,72,70,Medium/ Medium,20,2024,1,60,67,2,1510,0.45,1,3
,Normal (170-185),Hamarkameratene,183cm,183,180,"Mar 20, 2022",2,,V. Kongsro,Norway,Defender,Left,€906K,0,73kg,73,70,High/ Medium,23,2024,1,61,68,2,1510,0.625,0.7,2
,Normal (170-185),Club Olimpia,181cm,181,180,"Jul 1, 2018",16,,G. Paiva,Paraguay,Forward,Right,€2.5M,0,77kg,77,75,Medium/ Medium,24,2022,1,65,70,2,1510,1.1,0.5,3
,Normal (170-185),FC Tokyo,177cm,177,175,"Feb 1, 2020",37,,22 H. Nakamura,Japan,Defender,Right,€696K,0,72kg,72,70,Medium/ High,23,2023,1,62,66,2,1510,0.525,2,3
,Lean (170-185),FC Lausanne-Sport,178cm,178,175,"Nov 13, 2020",80,,22 Alvyn Sanches,Portugal,Midfielder,Left,€882K,0,63kg,63,60,Medium/ Medium,18,2025,1,57,73,2,1509,0.425,0.9,2
,Normal (185+),Varbergs BoIS FC,192cm,192,190,"Feb 1, 2021",4,,O. Stanisic,Sweden,Defender,Right,€781K,0,83kg,83,80,Medium/ Medium,28,2025,1,65,65,2,1509,0.625,1,2
,Lean (185+),Hull City,188cm,188,185,"Jul 1, 2022",6,,Tobias Figueiredo,Portugal,Defender,Right,€2.6M,0,84kg,84,80,Medium/ Medium,28,2024,1,69,70,2,1509,1.3,9,3
,Normal (170-185),ATK Mohun Bagan FC,174cm,174,170,"Jun 20, 2022",44,,A. Rai,India,Defender,Right,€504K,0,67kg,67,65,High/ Medium,23,2027,1,59,65,2,1508,0.325,0.55,4
,Normal (170-185),FC Dinamo 1948 Bucureşti,182cm,182,180,"Jan 21, 2020",7,,20 L. Skovajsa,Slovakia,Defender,Right,€328K,0,77kg,77,75,Medium/ Medium,25,2023,1,60,63,2,1508,0.23,2,2
,Normal (185+),Oud-Heverlee Leuven,185cm,185,185,"Aug 28, 2019",15,,D. Ouédraogo,Burkina Faso,Defender,Left,€1.8M,0,75kg,75,75,Low/ Medium,23,2023,1,64,71,2,1508,1.1,3,3
,Normal (170-185),ATK Mohun Bagan FC,179cm,179,175,"Jun 29, 2021",22,,D. Tangri,India,Midfielder,Right,€465K,0,69kg,69,65,Low/ Medium,23,2023,1,57,64,2,1508,0.3,0.55,3
,Normal (170-185),Peterborough United,180cm,180,180,"Aug 10, 2020",4,,R. Edwards,England,Defender,Right,€4.5M,0,76kg,76,75,Medium/ Medium,19,2025,1,66,79,2,1508,1.9,2,4
,Lean (185+),Barnsley,194cm,194,190,"Jun 21, 2019",6,,M. Andersen,Denmark,Defender,Right,€3.1M,0,82kg,82,80,Medium/ Medium,24,2023,1,69,72,2,1508,1.7,6,4
,Normal (170-185),Mushuc Runa,180cm,180,180,"Jan 3, 2022",3,,D. Villalba,Paraguay,Defender,Left,€1.2M,0,74kg,74,70,Medium/ Medium,31,2022,1,66,66,2,1508,0.575,0.5,2
,Normal (170-185),Centro Atlético Fénix,172cm,172,170,"Feb 5, 2020",7,,22 K. Alaníz,Uruguay,Midfielder,Right,€1.6M,0,65kg,65,65,Medium/ Low,18,2024,1,61,72,2,1508,0.7,0.5,3
,Lean (170-),Atlético Huila,170cm,170,170,"Aug 5, 2017",11,,20 A. Amaya,Colombia,Midfielder,Right,€1.5M,0,61kg,61,60,High/ Low,18,2022,1,62,82,3,1508,0.625,0.5,3
,Lean (170-185),UCD AFC,173cm,173,170,"Jan 1, 2021",18,,D. Higgins,Republic of Ireland,Midfielder,Right,€368K,0,64kg,64,60,Medium/ Medium,20,2022,1,54,61,2,1507,0.21,0.5,4
,Lean (170-185),US Quevilly Rouen Métropole,182cm,182,180,"Aug 9, 2021",45,,I. Soumaré,Senegal,Midfielder,Right,€1.8M,0,78kg,78,75,High/ Low,21,2025,1,62,73,2,1507,0.9,1,2
,Normal (170-185),Minnesota United FC,173cm,173,170,"Feb 16, 2021",27,,D. Taylor,United States,Defender,Right,€866K,0,72kg,72,70,High/ Medium,24,2022,1,62,67,2,1507,0.55,1,2
,Normal (170-185),Viktoria Köln,181cm,181,180,,14,"<a href=""/team/28/hamburger-sv/"">Hamburger SV</a>",R. Meißner,Germany,Forward,Right,,0,78kg,78,75,High/ Medium,22,,1,64,70,2,1507,0.95,3,4
,Normal (170-185),Jeju United FC,177cm,177,175,"Jan 3, 2019",37,,22 Lee Dong Ryul,Korea Republic,Forward,Left,€1M,0,66kg,66,65,High/ Low,21,2022,1,59,73,2,1506,0.55,1,3
,Normal (170-185),Sydney FC,178cm,178,175,"Nov 11, 2020",33,,P. Wood,Australia,Forward,Right,€1.1M,0,73kg,73,70,High/ High,19,2023,1,60,73,2,1506,0.6,1,3
,Normal (170-185),Fulham,178cm,178,175,,16,,09 O. Dacourt,France,Midfielder,Right,,0,73kg,73,70,N/A/ N/A,33,2009,3,76,81,1,1506,0,0,3
,Lean (185+),Östersunds FK,188cm,188,185,"Aug 3, 2020",17,,22 M. Stolt,Sweden,Forward,Right,€471K,0,75kg,75,75,Medium/ Medium,20,2022,1,56,64,2,1506,0.325,0.75,3
,Lean (185+),Port Vale,186cm,186,185,"Jul 1, 2022",2,,L. Cass,England,Defender,Right,€2.2M,0,74kg,74,70,High/ Medium,22,2025,1,62,75,2,1505,0.925,1,3
,Lean (170-185),Crewe Alexandra,182cm,182,180,"Dec 1, 2017",6,,L. Offord,England,Defender,Right,€1.8M,0,80kg,80,80,Medium/ Medium,22,2023,1,63,70,2,1505,0.9,2,3
,Normal (170-185),Club Guaraní,182cm,182,180,"Jan 1, 2020",16,,21 Á. Benítez,Paraguay,Defender,Right,€2.2M,0,76kg,76,75,Medium/ High,24,2021,1,65,70,2,1505,1,0.5,3
,Stocky (185+),Bradford City,186cm,186,185,"Jun 27, 2022",15,,T. Odusina,England,Defender,Right,€1.8M,0,74kg,74,70,Low/ High,22,2025,1,63,70,2,1505,0.9,3,2
,Normal (170-185),Mushuc Runa,180cm,180,180,"Jan 1, 2021",20,,D. Quilumba,Ecuador,Defender,Right,€753K,0,78kg,78,75,Medium/ High,33,2022,1,65,65,2,1505,0.35,0.5,2
,Normal (170-185),Shonan Bellmare,173cm,173,170,"Feb 1, 2020",4,,22 K. Tachi,Japan,Defender,Right,€834K,0,73kg,73,70,Low/ High,23,2023,1,62,68,2,1505,0.575,0.8,3
,Lean (185+),Borussia Dortmund II,191cm,191,190,"Jan 1, 2022",15,,B. Fink,Switzerland,Forward,Right,€2.1M,0,88kg,88,85,Medium/ Medium,19,2023,1,62,80,3,1504,1,0.65,5
,Normal (185+),Dundalk FC,187cm,187,185,"Jan 8, 2021",13,,22 R. Jurkovskis,Latvia,Defender,Left,€488K,0,73kg,73,70,High/ Medium,24,2021,1,59,63,2,1504,0.3,0.55,4
,Normal (185+),Tokushima Vortis,187cm,187,185,"Feb 14, 2021",14,,22 Cacá,Brazil,Midfielder,Right,€3M,0,77kg,77,75,Medium/ Medium,22,2023,1,67,75,2,1504,2.1,1,3
,Normal (170-185),Örebro SK,180cm,180,180,"Jan 12, 2020",6,,22 B. Hjertstrand,Sweden,Defender,Left,€406K,0,77kg,77,75,Medium/ Medium,27,2022,1,61,61,2,1504,0.325,1,3
,Normal (170-185),Club Atlético Banfield,180cm,180,180,"Jan 1, 2020",14,,22 J. Perales,Argentina,Forward,Right,€1.5M,0,75kg,75,75,Medium/ Medium,20,2023,1,62,70,2,1504,0.875,2,3
,Normal (185+),Everton,185cm,185,185,"Jun 15, 2017",1,,J. Pickford,England,Goalkeeper,Left,€51.4M,17,77kg,77,75,Medium/ Medium,28,2024,3,82,84,1,1503,26,45,4
,Normal (185+),KV Oostende,195cm,195,195,"Jul 1, 2021",3,,Z. Medley,England,Defender,Left,€3.5M,0,90kg,90,90,Medium/ High,21,2025,1,67,76,2,1503,2.1,3,2
,Normal (170-185),APOEL Nicosia FC,175cm,175,175,"Jul 1, 2021",21,,D. Theodorou,Cyprus,Midfielder,Right,€2.4M,0,69kg,69,65,Medium/ Medium,24,2024,1,65,70,2,1503,1.1,0.5,3
,Normal (185+),CD Lugo,193cm,193,190,"Jul 27, 2021",21,,Alberto,Spain,Defender,Right,€894K,0,84kg,84,80,Low/ High,29,2023,1,64,65,2,1503,0.55,2,5
,Normal (185+),FC Academica Clinceni,187cm,187,185,"Feb 14, 2022",31,,22 M. Vrdoljak,Croatia,Midfielder,Right,€311K,0,80kg,80,80,Low/ Medium,27,2022,1,60,60,3,1503,0.23,1,3
,Normal (185+),Wellington Phoenix,188cm,188,185,"Jan 14, 2022",4,,S. Wootton,England,Defender,Right,€875K,0,78kg,78,75,Medium/ Medium,30,2025,1,66,66,2,1502,0.7,2,3
,Normal (170-185),Wellington Phoenix,183cm,183,180,"Oct 30, 2020",21,,J. Laws,Australia,Defender,Left,€834K,0,76kg,76,75,Medium/ Medium,24,2023,1,62,68,2,1502,0.575,0.8,2
,Normal (185+),AC Horsens,195cm,195,195,"Jan 1, 2020",3,,M. Jensen,Denmark,Defender,Right,€1M,0,85kg,85,85,Medium/ Medium,25,2025,1,64,69,2,1502,0.775,3,2
,Normal (185+),Chamois Niortais Football Club,185cm,185,185,"Sep 1, 2021",8,,G. Bentil,Ghana,Forward,Right,€1.5M,0,73kg,73,70,Medium/ Low,21,2024,1,61,71,3,1501,0.75,1,3
,Normal (185+),Sunderland,187cm,187,185,"Jun 30, 2022",5,,D. Ballard,Northern Ireland,Defender,Right,€6.8M,0,85kg,85,85,Medium/ High,22,2025,1,70,78,2,1501,3.3,8,3
,Normal (185+),Viking FK,186cm,186,185,"Jan 1, 2022",22,,D. Karlsbakk,Norway,Forward,Right,€984K,0,70kg,70,70,High/ Low,19,2024,1,58,76,2,1500,0.525,0.6,3
,Normal (170-185),Deportivo Binacional,178cm,178,175,"Jan 1, 2018",11,,21 H. Zeta,Peru,Forward,Right,€1.3M,0,74kg,74,70,Medium/ Low,26,2024,1,63,65,3,1500,0.6,0.5,3
,Normal (185+),Podbeskidzie Bielsko-Biała,188cm,188,185,"Jan 21, 2019",95,,21 M. Roginić,Croatia,Forward,Right,€962K,0,80kg,80,80,High/ Medium,24,2022,1,63,66,2,1500,0.675,1,3
,Normal (185+),AFC Chindia Târgoviște,187cm,187,185,"Feb 20, 2021",6,,D. Celea,Romania,Defender,Right,€1.1M,0,82kg,82,80,Low/ High,26,2023,1,65,67,2,1500,0.775,2,2
,Lean (185+),FC Augsburg,189cm,189,185,"Jul 1, 2022",23,,M. Bauer,Germany,Defender,Right,€7M,0,84kg,84,80,Medium/ Medium,22,2027,1,71,78,2,1499,3.5,13,3
,Lean (170-),AC Mineros de Guayana,169cm,169,165,"Jun 1, 2019",30,,22 V. Navas,Venezuela,Midfielder,Right,€2.1M,0,60kg,60,60,High/ Medium,20,2022,1,62,71,3,1499,0.875,0.5,3
,Normal (185+),Wrexham AFC,185cm,185,185,"Aug 8, 2021",5,,A. Hayden,England,Defender,Right,€1.6M,0,79kg,79,75,Medium/ Medium,25,2024,1,64,68,2,1499,0.725,0.5,3
,Normal (185+),Royale Union Saint-Gilloise,192cm,192,190,"Jan 14, 2019",59,,I. Kandouss,Morocco,Defender,Right,€3.5M,0,83kg,83,80,Medium/ Medium,24,2023,1,70,75,2,1499,2.2,8,3
,Normal (170-185),Crewe Alexandra,178cm,178,175,,17,"<a href=""/team/1925/brentford/"">Brentford</a>",L. Brook,Australia,Midfielder,Left,,0,69kg,69,65,High/ Low,21,,1,60,72,3,1498,0.6,5,2
,Normal (170-185),Club Nacional,180cm,180,180,"Jan 1, 2019",14,,C. Nuñez,Paraguay,Defender,Right,€1.9M,0,78kg,78,75,Medium/ High,26,2023,1,65,69,2,1498,0.875,0.5,3
,Normal (185+),Futebol Clube de Famalicão,186cm,186,185,"Jul 1, 2020",6,,Alexandre Penetra,Portugal,Defender,Right,€6.7M,0,79kg,79,75,Medium/ Medium,20,2025,1,69,80,2,1498,2.9,3,2
,Normal (170-185),Club Plaza de Deportes Colonia,176cm,176,175,"Jul 1, 2018",8,,21 I. Salazar,Argentina,Midfielder,Left,€1.1M,0,70kg,70,70,Medium/ Medium,22,2024,1,59,66,3,1497,0.45,0.5,3
,Normal (170-185),Deportivo Pasto,175cm,175,175,"Jan 1, 2020",2,,21 L. Aponte,Venezuela,Defender,Right,€891K,0,72kg,72,70,Medium/ Medium,26,2024,1,64,65,2,1497,0.625,0.6,3
,Lean (170-185),Delfín Sporting Club,175cm,175,175,"Jan 1, 2020",51,,21 T. Mina,Ecuador,Defender,Right,€1.2M,0,65kg,65,65,Medium/ Medium,20,2024,1,59,69,2,1497,0.5,0.5,3
,Stocky (170-185),Sportclub Verl,180cm,180,180,"Jul 1, 2013",4,,D. Mikić,Germany,Defender,Right,€725K,0,75kg,75,75,Medium/ Medium,29,2023,1,64,64,2,1497,0.5,0.7,3
,Normal (170-185),Derby County,184cm,184,180,"Jul 1, 2018",6,,E. Cashin,Republic of Ireland,Defender,Left,€2.3M,0,86kg,86,85,Medium/ High,20,2024,1,64,74,2,1496,1.2,1,3
,Lean (170-185),Melbourne Victory,181cm,181,180,"Jul 27, 2021",4,,Rai Marchán,Spain,Midfielder,Right,€656K,0,67kg,67,65,Medium/ Medium,28,2024,1,64,64,2,1496,0.525,2,3
,Normal (185+),AC Milan,191cm,191,190,"Jul 1, 2021",16,,M. Maignan,France,Goalkeeper,Right,€142M,78,89kg,89,85,Medium/ Medium,26,2026,2,87,90,1,1496,80,90,4
,Stocky (170-185),C.D. Universidad Católica del Ecuador,180cm,180,180,"Feb 15, 2018",17,,Y. Mosquera,Colombia,Defender,Left,€323K,0,78kg,78,75,Medium/ Medium,37,2022,1,66,66,2,1496,0.15,0.5,2
,Normal (185+),Delfín Sporting Club,186cm,186,185,"Jan 11, 2022",3,,F. Queiroz,Uruguay,Defender,Left,€2.4M,0,77kg,77,75,Medium/ High,24,2022,1,66,70,2,1496,1.1,0.5,2
,Lean (170-185),FC Viktoria 1889 Berlin,180cm,180,180,"Jul 1, 2020",23,,22 M. Seiffert,Germany,Forward,Left,€784K,0,74kg,74,70,Medium/ Medium,20,2022,1,60,67,3,1496,0.475,0.6,3
,Normal (170-185),Bohemian FC,183cm,183,180,"Dec 22, 2021",6,,J. Doherty,Republic of Ireland,Defender,Right,€816K,0,75kg,75,75,Medium/ Medium,21,2023,1,57,72,2,1496,0.375,0.5,3
,Normal (170-),General Caballero (JLM),169cm,169,165,"Jul 1, 2020",32,,D. Martínez,Paraguay,Midfielder,Left,€1.7M,0,66kg,66,65,Medium/ Medium,22,2022,1,61,70,2,1495,0.725,0.5,3
,Normal (170-185),Club The Strongest,175cm,175,175,"Jan 28, 2021",2,,22 J. Sagredo,Bolivia,Defender,Right,€2.7M,0,70kg,70,70,Medium/ Medium,27,2022,1,67,70,2,1495,1.2,0.5,3
,Normal (185+),Le Havre AC,189cm,189,185,"May 15, 2021",93,,A. Sangante,Senegal,Defender,Right,€2.3M,0,76kg,76,75,Medium/ Medium,20,2025,1,64,75,2,1495,1.2,1,3
,Normal (170-),Universidad Técnica de Cajamarca,170cm,170,170,"Jan 1, 2018",21,,22 A. Huamán,Peru,Midfielder,Right,€1.1M,0,65kg,65,65,Medium/ Medium,19,2022,1,59,70,3,1495,0.475,0.5,3
,Normal (170-185),Austria Lustenau,183cm,183,180,"Jul 1, 2022",18,,A. Schmid,Austria,Forward,Right,€1.5M,0,75kg,75,75,Medium/ Medium,23,2024,1,64,70,2,1495,0.925,2,3
,Normal (185+),SG Dynamo Dresden,191cm,191,190,"Jul 15, 2020",4,,T. Knipping,Germany,Defender,Left,€1.5M,0,90kg,90,90,Medium/ Medium,29,2023,1,68,68,2,1495,1,4,3
,Normal (185+),Shrewsbury Town,188cm,188,185,"Jul 1, 2022",22,,C. Dunkley,England,Defender,Right,€1.2M,0,85kg,85,85,Medium/ Medium,30,2024,1,66,66,2,1494,0.7,3,3
,Normal (185+),K Beerschot VA,191cm,191,190,"Feb 1, 2021",55,,22 S. Radić,Croatia,Defender,Right,€3M,0,83kg,83,80,Medium/ High,21,2023,1,66,76,2,1494,1.8,2,3
,Normal (185+),Austin FC,188cm,188,185,"Jan 1, 2021",18,,J. Cascante,Costa Rica,Defender,Right,€1.6M,0,77kg,77,75,Medium/ Medium,28,2022,1,67,69,2,1494,1,3,3
,Normal (170-185),9 de Octubre,180cm,180,180,"Sep 14, 2021",4,,D. Torres,Uruguay,Defender,Left,€1.1M,0,79kg,79,75,Medium/ Medium,31,2022,1,65,65,2,1494,0.5,0.5,2
,Normal (170-185),Brøndby IF,181cm,181,180,"Aug 31, 2021",24,,M. Divković,Croatia,Forward,Left,€906K,0,72kg,72,70,Medium/ Medium,23,2026,1,62,68,3,1493,0.625,3,2
,Normal (170-185),Club Nacional,172cm,172,170,"Jan 12, 2022",19,,W. Ibarrola,Paraguay,Defender,Left,€1.6M,0,74kg,74,70,Medium/ High,25,2022,1,64,67,2,1493,0.725,0.5,3
,Lean (170-185),Dundalk FC,175cm,175,175,"Feb 5, 2020",22,,21 S. Čolović,Serbia,Midfielder,Left,€447K,0,68kg,68,65,High/ Medium,26,2021,1,59,60,3,1493,0.275,0.7,3
,Normal (170-185),Club Nacional,181cm,181,180,"Jan 1, 2019",9,,D. Fleitas,Paraguay,Forward,Right,€1.5M,0,81kg,81,80,High/ Low,25,2022,1,63,67,2,1493,0.675,0.5,3
,Normal (170-185),GZT Giresunspor,184cm,184,180,"Sep 4, 2020",2,,22 M. Diarra,Senegal,Defender,Right,€2.4M,0,70kg,70,70,Medium/ High,23,2022,1,67,70,2,1492,1.2,4,3
,Normal (185+),LOSC Lille,192cm,192,190,"Jul 1, 2022",4,,Alexsandro Ribeiro,Brazil,Defender,Right,€4.4M,0,88kg,88,85,Medium/ Medium,22,2026,1,67,76,2,1492,2.1,8,3
,Normal (170-185),Zamora Fútbol Club,171cm,171,170,"Jan 1, 2018",25,,21 M. Quintero,Venezuela,Midfielder,Right,€1.4M,0,68kg,68,65,Medium/ Medium,20,2024,1,61,68,2,1492,0.6,0.5,3
,Normal (170-),AC Mineros de Guayana,168cm,168,165,"Jun 29, 2019",38,,22 E. Ruiz,Venezuela,Defender,Right,€1.5M,0,63kg,63,60,Medium/ Medium,18,2024,1,60,73,2,1492,0.525,0.5,2
,Normal (185+),FK Jerv,192cm,192,190,"Mar 18, 2022",9,,E. Hustad,Norway,Forward,Right,€596K,0,83kg,83,80,Medium/ Medium,25,2023,1,61,65,2,1492,0.45,0.9,2
,Normal (170-185),Academia Puerto Cabello,177cm,177,175,"Jul 1, 2019",19,,22 L. Pérez,Venezuela,Forward,Right,€3.1M,0,76kg,76,75,Medium/ Medium,21,2022,1,64,74,2,1492,1.3,0.5,2
,Normal (170-185),AIK,179cm,179,175,"Sep 22, 2017",21,,20 J. Asani,Albania,Defender,Left,€278K,0,62kg,62,60,Medium/ Medium,24,2021,1,59,64,2,1491,0.21,2,3
,Normal (185+),FC Academica Clinceni,185cm,185,185,"Jan 26, 2022",9,,22 S. Plazibat,Croatia,Forward,Right,€540K,0,80kg,80,80,Medium/ Medium,31,2022,1,63,63,2,1491,0.4,2,3
,Normal (170-),Zamora Fútbol Club,165cm,165,165,"Jul 1, 2019",7,,21 D. Rodríguez,Colombia,Midfielder,Right,€723K,0,63kg,63,60,Medium/ Medium,24,2024,1,60,63,3,1491,0.325,0.5,3
,Normal (170-185),PGE FKS Stal Mielec,174cm,174,170,"Aug 16, 2020",11,,22 M. Sitek,Poland,Midfielder,Right,€1.7M,0,66kg,66,65,Medium/ Low,20,2023,1,63,72,2,1491,1.1,0.75,2
,Normal (170-185),AFC UTA Arad,176cm,176,175,"Jul 15, 2019",7,,21 O. Ursu,Romania,Midfielder,Right,€677K,0,70kg,70,70,High/ Medium,25,2021,1,62,63,3,1491,0.475,1,3
,Normal (185+),Club Guaraní,188cm,188,185,"Jan 1, 2019",14,,21 R. Fernández,Paraguay,Defender,Left,€2M,0,82kg,82,80,Low/ High,19,2021,1,61,74,2,1491,0.725,0.5,3
,Normal (170-185),Aragua Fútbol Club,175cm,175,175,"Jan 1, 2019",18,,22 A. Farreras,Venezuela,Defender,Right,€1.7M,0,66kg,66,65,Medium/ Medium,20,2022,1,62,69,2,1491,0.725,0.5,2
,Normal (170-185),Club Atlético Lanús,183cm,183,180,"Jan 23, 2020",22,,M. Pérez,Argentina,Defender,Right,€3.2M,0,75kg,75,75,Medium/ Medium,22,2026,1,67,74,2,1491,1.9,5,2
,Lean (170-185),General Caballero (JLM),181cm,181,180,"Jan 1, 2022",14,,22 R. Ortiz,Paraguay,Forward,Left,€1.3M,0,83kg,83,80,Medium/ Medium,26,2022,1,63,64,2,1490,0.575,0.5,2
,Lean (185+),KV Oostende,187cm,187,185,"Jul 17, 2020",33,,A. Tanghe,Belgium,Defender,Right,€3.5M,0,70kg,70,70,Low/ High,23,2026,1,67,75,2,1490,2.1,4,3
,Normal (185+),Stoke City,197cm,197,195,"Jul 1, 2022",4,,A. Flint,England,Defender,Right,€2.3M,0,83kg,83,80,Medium/ Medium,32,2023,1,71,71,2,1490,1.2,17,3
,Lean (170-185),Tianjin Jinmen Tiger FC,174cm,174,170,"Jul 13, 2021",40,,Shi Yan,China PR,Midfielder,Right,€1.2M,0,64kg,64,60,High/ Medium,20,2024,1,59,74,3,1490,0.55,1,3
,Stocky (185+),Ascoli,193cm,193,190,"Aug 3, 2021",33,,Eric Botteghin,Brazil,Defender,Right,€1.6M,0,89kg,89,85,Low/ High,34,2023,2,73,73,2,1490,1,5,2
,Lean (170-185),Carlos A. Mannucci,178cm,178,175,"Jan 1, 2019",20,,22 K. Moreno,Peru,Defender,Left,€3.1M,0,71kg,71,70,Medium/ Medium,24,2021,1,66,72,2,1490,1.3,0.5,2
,Lean (170-185),Sligo Rovers,175cm,175,175,"Dec 28, 2021",14,,K. O'Sullivan,Republic of Ireland,Midfielder,Right,€569K,0,70kg,70,70,High/ High,22,2023,1,56,66,2,1490,0.325,0.5,2
,Lean (185+),Salford City,185cm,185,185,"Jul 26, 2022",25,,R. Nartey,England,Defender,Right,€1.2M,0,78kg,78,75,Medium/ Medium,23,2023,1,61,68,2,1490,0.6,3,3
,Normal (185+),Carlisle United,185cm,185,185,"Aug 6, 2020",3,,J. Armer,Scotland,Defender,Left,€1.4M,0,74kg,74,70,High/ High,21,2023,1,61,70,2,1489,0.7,2,2
